,Unnamed: 0,id,app,reviewText,date,ratingStars
136526,157040,7cc46ad4-afc9-11e6-a8c8-c4b301cdf627,com.android.keepass,Perfect ever since editing support was added for databases hosted on GDrive. Does everything I need.,November 18 2016,5
136527,157041,7cc46b4c-afc9-11e6-8e88-c4b301cdf627,com.android.keepass,Excellent app.  does the job well. Been using this for many years without issues.,November 17 2016,5
136528,157042,7cc46bcc-afc9-11e6-a960-c4b301cdf627,com.android.keepass,K.i.s.s. No nonsense password manager.,November 17 2016,5
136529,157044,7cc46cc7-afc9-11e6-afb5-c4b301cdf627,com.android.keepass,Can't import KeePass data base. I was able to transfers the database from my Nokia N900 to my computer but can't transfers the database from my computer to my LG V20. I don't use cloud based syncing.,November 11 2016,2
136530,157045,7cc46d4a-afc9-11e6-a489-c4b301cdf627,com.android.keepass,Excellent password locker Able to use the same file on my desktop,November 10 2016,5
136531,157046,7cc46dca-afc9-11e6-b6d9-c4b301cdf627,com.android.keepass,The one app to rule them all,November 09 2016,5
136532,157047,7cc46e4f-afc9-11e6-a68f-c4b301cdf627,com.android.keepass,Hey mister Mister  we need more Lemon pledge.,November 09 2016,5
136533,157048,7cc46ecf-afc9-11e6-bbec-c4b301cdf627,com.android.keepass,Great password safe app,November 08 2016,5
136534,157049,7cc46f47-afc9-11e6-83f5-c4b301cdf627,com.android.keepass,Perfect for surviving the pwd hell,November 08 2016,5
136535,157050,7cc46fca-afc9-11e6-8f27-c4b301cdf627,com.android.keepass,Yes PC and Android version Location file must set manually and was not open if we direct open file from explorer,November 08 2016,4
136536,157051,7cc47042-afc9-11e6-99c4-c4b301cdf627,com.android.keepass,Must have tool Superb! It works well. It needs design improvement for easier operation & the ability to sync with other OS / devices. Thx.,November 08 2016,5
136537,157052,7cc470c2-afc9-11e6-bf1c-c4b301cdf627,com.android.keepass,Awesome Great tool thank you very much for creating this easy to use password generator and storage app.,November 08 2016,5
136538,157053,7cc4716e-afc9-11e6-b2b9-c4b301cdf627,com.android.keepass,Valuable tool,November 07 2016,5
136539,157054,7cc471f0-afc9-11e6-a440-c4b301cdf627,com.android.keepass,Badly needs Material Design! Wonderful app (of course  it's KeePass  a true life changer)  but the design is *really* outdated. Looking forward for a version with Material Design...,November 07 2016,3
136540,157055,7cc47270-afc9-11e6-890d-c4b301cdf627,com.android.keepass,excellent I've been using this for years. please add built cloud support,November 07 2016,5
136541,157056,7cc472f3-afc9-11e6-ae6b-c4b301cdf627,com.android.keepass,Thank you very much Excellent bit of code and incredibly useful.,November 07 2016,5
136542,157057,7cc47378-afc9-11e6-b487-c4b301cdf627,com.android.keepass,Good for read only Cannot save changes.,November 07 2016,3
136543,157058,7cc473ee-afc9-11e6-9389-c4b301cdf627,com.android.keepass,Works great So glad this is available  thank you so much!,November 06 2016,5
136544,157059,7cc474b5-afc9-11e6-b68e-c4b301cdf627,com.android.keepass,Great app Been using for years,November 06 2016,5
136545,157060,7cc4754c-afc9-11e6-b1da-c4b301cdf627,com.android.keepass,Works well. Excellent password safe that works with Google Drive and other online storage to sync with other devices. Managing entries could be better - moving entries to another category - but is easily accomplished with KeePass on a PC. KeePassDroid works well for accessing passwords on the go.,November 06 2016,5
136546,157061,7cc475cc-afc9-11e6-ba36-c4b301cdf627,com.android.keepass,Can not change database I ca not change the databas or it might be an usability issue. Anyway it sucks.,November 06 2016,2
136547,157062,7cc47651-afc9-11e6-8a5c-c4b301cdf627,com.android.keepass,Samsung Galaxy Note 4 Love it  simple  easy to use  secure  does what it says.,November 05 2016,5
136548,157063,7cc476d1-afc9-11e6-88b8-c4b301cdf627,com.android.keepass,Been using this for years It's great  simple to use. Only wish their was finger print support,November 05 2016,5
136549,157064,7cc47754-afc9-11e6-a41c-c4b301cdf627,com.android.keepass,Did not work Installed  tried to set it up for the first time and got an error with the database folder. Deleted it.,November 05 2016,1
136550,157065,7cc477d4-afc9-11e6-bab8-c4b301cdf627,com.android.keepass,No attachments? Great app but can't view attachments in container.,November 05 2016,4
136551,157066,7cc47859-afc9-11e6-b4cc-c4b301cdf627,com.android.keepass,Essential security app I've used Keepass on windows for ages. Fantastic being able to use it on Android with this app and syncing via dropbox,November 05 2016,5
136552,157067,7cc478d9-afc9-11e6-9402-c4b301cdf627,com.android.keepass,Looking good Any chance of having the fingerprint on the DTEK60 work? That would really help me. Otherwise  a great implementation of the best password storage system around.,November 05 2016,4
136553,157068,7cc4795c-afc9-11e6-8992-c4b301cdf627,com.android.keepass,Awesome Use in conjunction with dropbox/google drive/etc and have effective offline password security with online accessibility,November 05 2016,5
136554,157069,7cc479dc-afc9-11e6-aa5b-c4b301cdf627,com.android.keepass,Excellent app. Very useful and convenient.,November 05 2016,4
136555,157070,7cc47a61-afc9-11e6-8878-c4b301cdf627,com.android.keepass,Very useful easy and secure,November 04 2016,5
136556,157071,7cc47ae1-afc9-11e6-a4a4-c4b301cdf627,com.android.keepass,Best password manager Highly recommended,November 04 2016,5
136557,157072,7cc47b63-afc9-11e6-b0a6-c4b301cdf627,com.android.keepass,It has issues loading my database Generally speaking  a good app. However  everytime I exit the app and go back in  it displays an error message and I have to set it up from scratch  reselecting my database and key from my cloud account. Often it doesn't recognise it even then  and it takes quite a few goes before it'll open. I'm not sure why this is.,November 04 2016,3
136558,157073,7cc47c5e-afc9-11e6-ad6e-c4b301cdf627,com.android.keepass,great  but need a fingerprint support,November 04 2016,4
136559,157074,7cc47cde-afc9-11e6-9867-c4b301cdf627,com.android.keepass,Fantastic  feature rich password manager Would be great if support for fingerprint readers was added as a second form of authentication.,November 04 2016,5
136560,157075,7cc47d59-afc9-11e6-b0f6-c4b301cdf627,com.android.keepass,Works but ugly UI.,November 03 2016,3
136561,157076,7cc47dd9-afc9-11e6-bdc9-c4b301cdf627,com.android.keepass,Great app! I use this with multiple databases and online storage  works well with this use case.,November 03 2016,5
136562,157077,7cc47e5c-afc9-11e6-9e3d-c4b301cdf627,com.android.keepass,Material design Good app  but can you please update the look of this app and also when ever I save a new entry  I get the globe icon by default and not able to change the icon. Please look into this.,November 02 2016,5
136563,157078,7cc47ed4-afc9-11e6-99c7-c4b301cdf627,com.android.keepass,Has anyone tested it on a compatible Chromebook?,November 02 2016,5
136564,157079,7cc47f57-afc9-11e6-99c8-c4b301cdf627,com.android.keepass,The best password keeper app for Android!,November 01 2016,5
136565,157080,7cc48014-afc9-11e6-a05c-c4b301cdf627,com.android.keepass,Better than it looks It may not look like a fancy app with material design but it still functions as intended. Great also for opening keepass stored in your google drive,November 01 2016,5
136566,157081,7cc480a8-afc9-11e6-95f3-c4b301cdf627,com.android.keepass,It works but.... Does exacly what you need it to do and i will keep using it. WARNING: it says it will clear passwords from the clipboard after some time and even displays a message saying so however it does not clear anything. Make sure you manually clear them when you are done.,October 31 2016,3
136567,157082,7cc4812b-afc9-11e6-9590-c4b301cdf627,com.android.keepass,Keepass Best password management :-D,October 31 2016,5
136568,157083,7cc481ae-afc9-11e6-bb23-c4b301cdf627,com.android.keepass,Great app Great app! Self explanatory. Using for years,October 30 2016,4
136569,157084,7cc48230-afc9-11e6-badd-c4b301cdf627,com.android.keepass,This is an essential suite for any user -- desktop & mobile. I use Dropbox to keep one file updated for all platforms. THIS version has two major failings however. The first is that while the desktop version(s) use a file: DATABASE.KDB as the default  this mobile version insists on looking for a file called KEEPASS.KDB instead.. The second is the slavish devotion to a SANS-SERIF font! Without serifs you cannot distinguish a lower case L from an upper case i! And if your password uses either one  you're in for some grief. I suppose a third issues is that no matter how often you use this  it NEVER remembers where the password file is  or what it's called. Having this (and other things) employ the fingerprint security would be a huge plus  but not deal-breaking.,October 30 2016,3
136570,157085,7cc482b0-afc9-11e6-b253-c4b301cdf627,com.android.keepass,Bridges the gap between PC and mobile security! Thanks for this app... :) I was already an admirer of KeePass on PC  now this app adds to the list :),October 28 2016,5
136571,157086,7cc48333-afc9-11e6-adba-c4b301cdf627,com.android.keepass,This one is good  but Keepass2Android is better.,October 28 2016,4
136572,157087,7cc48438-afc9-11e6-aa2f-c4b301cdf627,com.android.keepass,the UI could be more appealing. but the app works flawlessly,October 26 2016,4
136573,157088,7cc484b0-afc9-11e6-bdb1-c4b301cdf627,com.android.keepass,Nice Works well,October 25 2016,5
136574,157089,7cc48533-afc9-11e6-b69d-c4b301cdf627,com.android.keepass,Thank you so much for this!,October 23 2016,5
136575,157090,7cc485a8-afc9-11e6-9dd5-c4b301cdf627,com.android.keepass,Just works No beating around the bush. Works as expected.,October 19 2016,5
136576,157091,7cc4862e-afc9-11e6-8c27-c4b301cdf627,com.android.keepass,Convenient and easy to sync I've been using this app for a long time. It's great that is well maintained and keeps up with changes in Android and changes in apps that help sync the database files.,October 18 2016,5
136577,157093,7cc48730-afc9-11e6-8f30-c4b301cdf627,com.android.keepass,Must have Love this app. Very useful.,October 15 2016,5
136578,157094,7cc487a8-afc9-11e6-82a2-c4b301cdf627,com.android.keepass,Works on all platforms Have used for years.,October 13 2016,4
136579,157095,7cc4882b-afc9-11e6-9f9e-c4b301cdf627,com.android.keepass,Awful Continued to get errors about file not being recognized despite several attempts to reinstall app and open safe. Really are better options out there that just work.,October 13 2016,1
136580,157096,7cc488ab-afc9-11e6-8762-c4b301cdf627,com.android.keepass,It's okay UI could have been better,October 11 2016,4
136581,157097,7cc48923-afc9-11e6-8fed-c4b301cdf627,com.android.keepass,One stop shop for password management I use it both on Android and Linux and it works flawlessly. Add Syncthing to the mixture and you have a personal password management solution anywhere you have internet access. Securely.,October 10 2016,5
136582,157098,7cc489e1-afc9-11e6-8a7a-c4b301cdf627,com.android.keepass,Best in its class. Have all needed functionality but so easy and straightforward to use. Highly recomended,October 05 2016,5
136583,157099,7cc48a78-afc9-11e6-8c1d-c4b301cdf627,com.android.keepass,Good on phones  broken on Chromebooks KeepassDroid has been my favorite password app on Android for years. Sadly it doesn't work on my ASUS Chromebook Flip which supports Android apps. KeepassDroid installs on the Chromebook  opens my database and displays the list of passwords. But when I tap an entry to edit or view details all I get is an empty black window.,October 05 2016,4
136584,157100,7cc48af8-afc9-11e6-9d17-c4b301cdf627,com.android.keepass,Worthless. Will simply not let me store new entries. No matter what I do  it tells me that it failed to save to database. Frustrating.,October 03 2016,1
136585,157101,7cc48b7a-afc9-11e6-99ab-c4b301cdf627,com.android.keepass,Best security app,October 01 2016,5
136586,157102,7cc48bf3-afc9-11e6-85e2-c4b301cdf627,com.android.keepass,Crap App Fails to save database on external storage on Android 6.0.1. Pure crap.,October 01 2016,1
136587,157103,7cc48c75-afc9-11e6-9d7a-c4b301cdf627,com.android.keepass,I have used this for several years and while it won't win any beauty contests  but works great and never really encountered any major problems.,September 30 2016,4
136588,157104,7cc48cf5-afc9-11e6-a94c-c4b301cdf627,com.android.keepass,Does what is says it does very well. Needs a few additions. This app keeps your credentials secure  no doubt. It could use a couple additions: the ability to delete groups; the ability to move an entry to a different group and easier integration with dropbox. Otherwise it's great!,September 28 2016,4
136589,157105,7cc48d7a-afc9-11e6-851b-c4b301cdf627,com.android.keepass,It's a decent app  though when trying to check passwords manually  it's impossible to tell apart zero (0) from a capital O. This is pretty annoying and could lead to lockdowns etc because you have to guess multiple times which one is it.,September 25 2016,3
136590,157106,7cc48df0-afc9-11e6-ba7e-c4b301cdf627,com.android.keepass,Needs material design This is the only password manager I trust. I wish it was in material design.,September 24 2016,4
136591,157107,7cc48e75-afc9-11e6-8871-c4b301cdf627,com.android.keepass,Works! Could interface better w/ cloud storage. Split screen capabilities would be nice.,September 23 2016,4
136592,157108,7cc48f00-afc9-11e6-ae4c-c4b301cdf627,com.android.keepass,Refuses to open a file or edit save unless manually selected every time,September 23 2016,1
136593,157109,7cc48fab-afc9-11e6-be45-c4b301cdf627,com.android.keepass,"This app is easy to use and I love it. It may be a bit hard to understand at first  but once you learn it  you can be as productive as possible. I've seen other KeePass apps that open databases  some that come with custom keyboards that you use a button to type a password in. I don't like that  because I have a hardware keyboard on my tablet  and I'd like not to waste screen space with an on-screen keyboard. This app takes an approach I've not seen; when you leave the app on an entry  it puts """"""""""""""""""""""""""""""""Copy password"""""""""""""""""""""""""""""""" and """"""""""""""""""""""""""""""""Copy username"""""""""""""""""""""""""""""""" notifications  so it even works with apps besides browsers! I personally see this as a genius idea and I love the app. Especially since I use the app OneDriveSync  this makes the transition between PC and tablet seamless. Only one problem I see: you can't set an icon for an entry or group. Or at least  I haven't figured it out yet. I was very happy to see that it displayed icons and this is  again  a feature that most apps lack. Great app overall  I love it.""""",September 18 2016,5
136594,157110,7cc49038-afc9-11e6-b50f-c4b301cdf627,com.android.keepass,A must-have have security tool! KeyPassDroid is a must for KeePass users on Android. I use it with Dropbox for syncing and I couldn't be happier. My thanks to the author for great app.,September 18 2016,5
136595,157111,7cc490b8-afc9-11e6-af9b-c4b301cdf627,com.android.keepass,No easy way to enter passwords into apps.,September 18 2016,2
136596,157112,7cc4913a-afc9-11e6-9cd4-c4b301cdf627,com.android.keepass,Google Drive The Google drive integration doesn't work right. When you first open a file from drive it works fine but when you try to open it again by tapping on the recent file entry it does nothing.,September 17 2016,2
136597,157113,7cc49200-afc9-11e6-8630-c4b301cdf627,com.android.keepass,No longer working with Dropbox Was working for years to access a file in Dropbox  but now it says it can't find the file. Has anyone else experienced this and know of a fix?,September 17 2016,5
136598,157114,7cc49297-afc9-11e6-baf2-c4b301cdf627,com.android.keepass,The Best Simply the best. Added copy/move entry to another Group; feature will help backup old password. In the absence of edit history this will be helpful.,September 16 2016,5
136599,157115,7cc49319-afc9-11e6-825f-c4b301cdf627,com.android.keepass,Integration failed This app looks like an alpha version compared to Keepass2Android. Hard to integrate to OneDrive for sync with PC. Must install OneDrive separately and re-enter path to database Everytime we start the app. Missing features such as quick unlock. Unusable for my usage for these reasons. Fix those 2 things and I'll give 4 stars.,September 16 2016,2
136600,157116,7cc493a6-afc9-11e6-9d85-c4b301cdf627,com.android.keepass,Doesn't work at all anymore My phone died 4 times in a row  4 phones. Now with my new phone it can't read the database  but it won't let me create one because it says it already exists! WTF?! It literally will not let me get it to work!,September 16 2016,1
136601,157117,7cc494b3-afc9-11e6-9c7e-c4b301cdf627,com.android.keepass,Very disappointed! What is advance of keeping your most valuable credentials are encrypted and protect with strong auth to access the credential DB  if your usernames and passwords are disclosed by the android clipboard history in the end? It would be good to advice this security issue when the app is installed. Defenately disappointed with this app,September 08 2016,1
136602,157118,7cc49535-afc9-11e6-8c17-c4b301cdf627,com.android.keepass,Great App Works on so many platforms  including Linux. Must-own app.,September 02 2016,5
136603,157119,7cc495b8-afc9-11e6-b48f-c4b301cdf627,com.android.keepass,Great  i used it on my pc since 2008 But how to delete group/entry? Change the entry icon?,September 01 2016,5
